date,category,description,amount,type
14-04-2026,Food,ESP32-02 WiFi Entry,4915.0,Expense
29-03-2026,Travel,ESP32-Kitchen WiFi Entry,1734.0,Expense
06-03-2026,Shopping,ESP32-Home WiFi Entry,1096.0,Expense
07-03-2026,Rent,ESP32-Office WiFi Entry,2676.0,Expense
02-03-2026,Rent,ESP32-Home WiFi Entry,4259.0,Expense
26-02-2026,Rent,ESP32-Office WiFi Entry,2740.0,Expense
03-03-2026,Salary,ESP32-Home WiFi Entry,9115.0,Income
10-04-2026,Travel,ESP32-01 WiFi Entry,1784.0,Expense
22-02-2026,Salary,ESP32-02 WiFi Entry,40731.0,Income
04-03-2026,Salary,ESP32-Home WiFi Entry,38439.0,Income
16-03-2026,Investment,ESP32-Kitchen WiFi Entry,36736.0,Income
22-03-2026,Rent,ESP32-Home WiFi Entry,3043.0,Expense
14-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1100.0,Expense
03-03-2026,Bonus,ESP32-02 WiFi Entry,9254.0,Income
05-04-2026,Travel,ESP32-Home WiFi Entry,273.0,Expense
02-03-2026,Bills,ESP32-Home WiFi Entry,1542.0,Expense
18-04-2026,Bonus,ESP32-Office WiFi Entry,26583.0,Income
11-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4856.0,Expense
23-02-2026,Rent,ESP32-Office WiFi Entry,3345.0,Expense
15-04-2026,Salary,ESP32-01 WiFi Entry,22589.0,Income
15-03-2026,Investment,ESP32-02 WiFi Entry,33817.0,Income
01-03-2026,Travel,ESP32-01 WiFi Entry,524.0,Expense
23-03-2026,Shopping,ESP32-Home WiFi Entry,321.0,Expense
23-02-2026,Food,ESP32-Office WiFi Entry,2670.0,Expense
12-04-2026,Investment,ESP32-Office WiFi Entry,8086.0,Income
16-04-2026,Shopping,ESP32-01 WiFi Entry,2738.0,Expense
12-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4598.0,Expense
27-03-2026,Salary,ESP32-Kitchen WiFi Entry,43981.0,Income
13-04-2026,Salary,ESP32-Office WiFi Entry,10748.0,Income
18-03-2026,Salary,ESP32-Office WiFi Entry,41873.0,Income
17-03-2026,Salary,ESP32-01 WiFi Entry,11969.0,Income
21-04-2026,Food,ESP32-Kitchen WiFi Entry,2890.0,Expense
21-03-2026,Salary,ESP32-Home WiFi Entry,11445.0,Income
16-04-2026,Shopping,ESP32-Home WiFi Entry,4169.0,Expense
16-04-2026,Bills,ESP32-Home WiFi Entry,2020.0,Expense
21-03-2026,Investment,ESP32-02 WiFi Entry,11646.0,Income
21-03-2026,Rent,ESP32-02 WiFi Entry,1054.0,Expense
15-04-2026,Bills,ESP32-Kitchen WiFi Entry,4556.0,Expense
01-04-2026,Investment,ESP32-Kitchen WiFi Entry,24351.0,Income
27-03-2026,Bonus,ESP32-01 WiFi Entry,16337.0,Income
06-04-2026,Investment,ESP32-01 WiFi Entry,47451.0,Income
05-04-2026,Rent,ESP32-Kitchen WiFi Entry,4847.0,Expense
31-03-2026,Bills,ESP32-Home WiFi Entry,3827.0,Expense
19-03-2026,Travel,ESP32-Home WiFi Entry,417.0,Expense
11-04-2026,Investment,ESP32-01 WiFi Entry,38724.0,Income
08-04-2026,Salary,ESP32-01 WiFi Entry,40473.0,Income
02-04-2026,Food,ESP32-Kitchen WiFi Entry,1874.0,Expense
22-03-2026,Travel,ESP32-Office WiFi Entry,1308.0,Expense
09-03-2026,Shopping,ESP32-01 WiFi Entry,1833.0,Expense
28-03-2026,Food,ESP32-02 WiFi Entry,1694.0,Expense
28-03-2026,Investment,ESP32-01 WiFi Entry,32142.0,Income
19-03-2026,Shopping,ESP32-01 WiFi Entry,2549.0,Expense
18-04-2026,Investment,ESP32-01 WiFi Entry,39048.0,Income
24-02-2026,Food,ESP32-01 WiFi Entry,2325.0,Expense
26-03-2026,Investment,ESP32-Home WiFi Entry,41345.0,Income
01-03-2026,Travel,ESP32-Home WiFi Entry,1020.0,Expense
12-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4202.0,Expense
09-04-2026,Salary,ESP32-Office WiFi Entry,19197.0,Income
13-04-2026,Rent,ESP32-Kitchen WiFi Entry,4897.0,Expense
23-02-2026,Travel,ESP32-Office WiFi Entry,4814.0,Expense
09-03-2026,Shopping,ESP32-Home WiFi Entry,3022.0,Expense
16-03-2026,Salary,ESP32-Office WiFi Entry,38046.0,Income
14-03-2026,Investment,ESP32-Office WiFi Entry,25879.0,Income
09-03-2026,Salary,ESP32-Kitchen WiFi Entry,11075.0,Income
21-04-2026,Food,ESP32-02 WiFi Entry,1279.0,Expense
03-03-2026,Travel,ESP32-Office WiFi Entry,2988.0,Expense
18-03-2026,Food,ESP32-Kitchen WiFi Entry,1363.0,Expense
12-04-2026,Shopping,ESP32-02 WiFi Entry,209.0,Expense
10-03-2026,Food,ESP32-01 WiFi Entry,2525.0,Expense
27-02-2026,Rent,ESP32-01 WiFi Entry,723.0,Expense
22-03-2026,Bonus,ESP32-Home WiFi Entry,42159.0,Income
23-02-2026,Shopping,ESP32-01 WiFi Entry,2337.0,Expense
17-03-2026,Travel,ESP32-Home WiFi Entry,1950.0,Expense
22-03-2026,Salary,ESP32-01 WiFi Entry,42333.0,Income
26-02-2026,Bonus,ESP32-Home WiFi Entry,14886.0,Income
31-03-2026,Rent,ESP32-Home WiFi Entry,3344.0,Expense
01-04-2026,Bills,ESP32-Office WiFi Entry,3565.0,Expense
26-02-2026,Rent,ESP32-Kitchen WiFi Entry,2993.0,Expense
04-03-2026,Investment,ESP32-Home WiFi Entry,25790.0,Income
06-04-2026,Investment,ESP32-Home WiFi Entry,41277.0,Income
03-03-2026,Bonus,ESP32-Office WiFi Entry,29403.0,Income
18-04-2026,Investment,ESP32-02 WiFi Entry,6962.0,Income
17-04-2026,Investment,ESP32-01 WiFi Entry,5072.0,Income
09-03-2026,Food,ESP32-Office WiFi Entry,4608.0,Expense
15-04-2026,Food,ESP32-Home WiFi Entry,3476.0,Expense
21-02-2026,Bills,ESP32-Kitchen WiFi Entry,869.0,Expense
22-04-2026,Bonus,ESP32-Kitchen WiFi Entry,18414.0,Income
16-04-2026,Bonus,ESP32-Home WiFi Entry,25003.0,Income
07-03-2026,Salary,ESP32-Office WiFi Entry,26582.0,Income
23-03-2026,Shopping,ESP32-02 WiFi Entry,4802.0,Expense
22-04-2026,Bills,ESP32-01 WiFi Entry,3611.0,Expense
23-02-2026,Salary,ESP32-Kitchen WiFi Entry,29986.0,Income
10-03-2026,Travel,ESP32-Kitchen WiFi Entry,583.0,Expense
15-03-2026,Salary,ESP32-Home WiFi Entry,39745.0,Income
09-03-2026,Investment,ESP32-01 WiFi Entry,17436.0,Income
02-04-2026,Salary,ESP32-Kitchen WiFi Entry,48335.0,Income
06-04-2026,Food,ESP32-02 WiFi Entry,3186.0,Expense
26-02-2026,Bills,ESP32-Kitchen WiFi Entry,169.0,Expense
06-03-2026,Rent,ESP32-Kitchen WiFi Entry,2565.0,Expense
12-03-2026,Travel,ESP32-Home WiFi Entry,4804.0,Expense
18-03-2026,Food,ESP32-Home WiFi Entry,3960.0,Expense
17-04-2026,Travel,ESP32-02 WiFi Entry,3701.0,Expense
27-03-2026,Travel,ESP32-Kitchen WiFi Entry,3858.0,Expense
22-04-2026,Travel,ESP32-Kitchen WiFi Entry,1706.0,Expense
05-04-2026,Bills,ESP32-Office WiFi Entry,4454.0,Expense
12-04-2026,Food,ESP32-01 WiFi Entry,4100.0,Expense
16-03-2026,Shopping,ESP32-Home WiFi Entry,2734.0,Expense
26-02-2026,Rent,ESP32-Kitchen WiFi Entry,2901.0,Expense
24-02-2026,Shopping,ESP32-Kitchen WiFi Entry,182.0,Expense
12-03-2026,Bills,ESP32-02 WiFi Entry,727.0,Expense
22-04-2026,Food,ESP32-Office WiFi Entry,3972.0,Expense
09-03-2026,Shopping,ESP32-Home WiFi Entry,1381.0,Expense
21-04-2026,Rent,ESP32-Kitchen WiFi Entry,1764.0,Expense
01-04-2026,Rent,ESP32-01 WiFi Entry,4579.0,Expense
24-02-2026,Rent,ESP32-01 WiFi Entry,3257.0,Expense
10-03-2026,Bills,ESP32-Office WiFi Entry,1872.0,Expense
12-04-2026,Food,ESP32-Kitchen WiFi Entry,2438.0,Expense
13-04-2026,Food,ESP32-Office WiFi Entry,433.0,Expense
09-04-2026,Bills,ESP32-01 WiFi Entry,3583.0,Expense
08-04-2026,Shopping,ESP32-Home WiFi Entry,2518.0,Expense
22-04-2026,Food,ESP32-02 WiFi Entry,4200.0,Expense
15-03-2026,Travel,ESP32-Office WiFi Entry,1616.0,Expense
08-04-2026,Food,ESP32-Home WiFi Entry,3322.0,Expense
19-03-2026,Bills,ESP32-Kitchen WiFi Entry,4378.0,Expense
24-02-2026,Salary,ESP32-Kitchen WiFi Entry,27520.0,Income
18-03-2026,Bonus,ESP32-02 WiFi Entry,44571.0,Income
26-03-2026,Shopping,ESP32-01 WiFi Entry,3645.0,Expense
13-03-2026,Salary,ESP32-01 WiFi Entry,23502.0,Income
12-04-2026,Investment,ESP32-Kitchen WiFi Entry,5374.0,Income
10-04-2026,Bills,ESP32-Office WiFi Entry,2841.0,Expense
03-03-2026,Salary,ESP32-01 WiFi Entry,19339.0,Income
15-04-2026,Rent,ESP32-02 WiFi Entry,4832.0,Expense
28-02-2026,Shopping,ESP32-01 WiFi Entry,4283.0,Expense
22-04-2026,Food,ESP32-02 WiFi Entry,510.0,Expense
01-04-2026,Food,ESP32-Office WiFi Entry,654.0,Expense
02-03-2026,Bonus,ESP32-Kitchen WiFi Entry,11404.0,Income
23-03-2026,Shopping,ESP32-Kitchen WiFi Entry,2509.0,Expense
22-02-2026,Food,ESP32-Kitchen WiFi Entry,4972.0,Expense
06-04-2026,Rent,ESP32-Home WiFi Entry,549.0,Expense
16-03-2026,Rent,ESP32-02 WiFi Entry,59.0,Expense
23-02-2026,Travel,ESP32-Office WiFi Entry,4396.0,Expense
19-04-2026,Investment,ESP32-02 WiFi Entry,46164.0,Income
25-03-2026,Food,ESP32-Home WiFi Entry,1545.0,Expense
05-03-2026,Travel,ESP32-Office WiFi Entry,3692.0,Expense
18-04-2026,Travel,ESP32-01 WiFi Entry,260.0,Expense
20-03-2026,Bills,ESP32-Kitchen WiFi Entry,4661.0,Expense
14-04-2026,Shopping,ESP32-Office WiFi Entry,122.0,Expense
15-04-2026,Bills,ESP32-Kitchen WiFi Entry,1220.0,Expense
30-03-2026,Investment,ESP32-01 WiFi Entry,49646.0,Income
01-04-2026,Salary,ESP32-01 WiFi Entry,9639.0,Income
13-03-2026,Bonus,ESP32-Kitchen WiFi Entry,35839.0,Income
15-03-2026,Food,ESP32-Office WiFi Entry,1814.0,Expense
13-03-2026,Shopping,ESP32-Kitchen WiFi Entry,2518.0,Expense
25-02-2026,Travel,ESP32-Home WiFi Entry,2797.0,Expense
16-03-2026,Bills,ESP32-01 WiFi Entry,1798.0,Expense
14-03-2026,Food,ESP32-Office WiFi Entry,1866.0,Expense
28-02-2026,Bonus,ESP32-02 WiFi Entry,37709.0,Income
29-03-2026,Salary,ESP32-02 WiFi Entry,47846.0,Income
10-04-2026,Rent,ESP32-Home WiFi Entry,126.0,Expense
06-04-2026,Rent,ESP32-02 WiFi Entry,948.0,Expense
02-03-2026,Shopping,ESP32-Home WiFi Entry,3080.0,Expense
29-03-2026,Rent,ESP32-Kitchen WiFi Entry,4241.0,Expense
03-03-2026,Investment,ESP32-Home WiFi Entry,45869.0,Income
16-04-2026,Bonus,ESP32-02 WiFi Entry,22179.0,Income
12-04-2026,Shopping,ESP32-Home WiFi Entry,550.0,Expense
24-02-2026,Bills,ESP32-Office WiFi Entry,3862.0,Expense
04-03-2026,Bonus,ESP32-Kitchen WiFi Entry,21168.0,Income
15-03-2026,Salary,ESP32-01 WiFi Entry,37416.0,Income
15-04-2026,Bills,ESP32-Home WiFi Entry,2291.0,Expense
20-04-2026,Bonus,ESP32-02 WiFi Entry,10645.0,Income
16-04-2026,Food,ESP32-01 WiFi Entry,2380.0,Expense
27-02-2026,Bills,ESP32-01 WiFi Entry,4337.0,Expense
25-03-2026,Bills,ESP32-Office WiFi Entry,4607.0,Expense
27-02-2026,Bills,ESP32-Kitchen WiFi Entry,3561.0,Expense
09-03-2026,Shopping,ESP32-02 WiFi Entry,4306.0,Expense
13-03-2026,Bills,ESP32-02 WiFi Entry,4874.0,Expense
03-04-2026,Bills,ESP32-01 WiFi Entry,1024.0,Expense
21-03-2026,Salary,ESP32-Home WiFi Entry,32623.0,Income
19-04-2026,Investment,ESP32-Kitchen WiFi Entry,20210.0,Income
31-03-2026,Bonus,ESP32-02 WiFi Entry,43866.0,Income
16-03-2026,Food,ESP32-01 WiFi Entry,583.0,Expense
28-02-2026,Salary,ESP32-02 WiFi Entry,35532.0,Income
26-03-2026,Salary,ESP32-Kitchen WiFi Entry,7989.0,Income
16-04-2026,Food,ESP32-01 WiFi Entry,2136.0,Expense
03-03-2026,Investment,ESP32-Home WiFi Entry,45419.0,Income
22-04-2026,Investment,ESP32-Kitchen WiFi Entry,39762.0,Income
07-03-2026,Rent,ESP32-Kitchen WiFi Entry,350.0,Expense
05-03-2026,Investment,ESP32-Home WiFi Entry,40325.0,Income
20-03-2026,Salary,ESP32-02 WiFi Entry,38861.0,Income
19-03-2026,Investment,ESP32-01 WiFi Entry,12327.0,Income
15-04-2026,Bills,ESP32-Office WiFi Entry,4722.0,Expense
25-03-2026,Travel,ESP32-Kitchen WiFi Entry,3133.0,Expense
24-03-2026,Bills,ESP32-Office WiFi Entry,1341.0,Expense
01-04-2026,Salary,ESP32-02 WiFi Entry,42982.0,Income
17-03-2026,Bills,ESP32-01 WiFi Entry,3494.0,Expense
07-04-2026,Investment,ESP32-Home WiFi Entry,24444.0,Income
27-03-2026,Salary,ESP32-Office WiFi Entry,39824.0,Income
09-04-2026,Bills,ESP32-Office WiFi Entry,791.0,Expense
07-03-2026,Salary,ESP32-01 WiFi Entry,11529.0,Income
12-03-2026,Salary,ESP32-Office WiFi Entry,47518.0,Income
03-03-2026,Bonus,ESP32-Office WiFi Entry,44324.0,Income
25-03-2026,Shopping,ESP32-Office WiFi Entry,3180.0,Expense
22-02-2026,Bills,ESP32-02 WiFi Entry,1061.0,Expense
06-03-2026,Rent,ESP32-Office WiFi Entry,3192.0,Expense
01-03-2026,Food,ESP32-02 WiFi Entry,4381.0,Expense
15-04-2026,Bills,ESP32-Office WiFi Entry,1510.0,Expense
04-03-2026,Bills,ESP32-Office WiFi Entry,3803.0,Expense
10-04-2026,Shopping,ESP32-Home WiFi Entry,2561.0,Expense
23-02-2026,Bills,ESP32-Office WiFi Entry,2202.0,Expense
03-04-2026,Rent,ESP32-01 WiFi Entry,1152.0,Expense
07-03-2026,Rent,ESP32-Office WiFi Entry,4394.0,Expense
05-03-2026,Bills,ESP32-02 WiFi Entry,756.0,Expense
06-03-2026,Rent,ESP32-02 WiFi Entry,4731.0,Expense
10-04-2026,Bills,ESP32-Kitchen WiFi Entry,505.0,Expense
28-03-2026,Shopping,ESP32-Kitchen WiFi Entry,3316.0,Expense
01-04-2026,Salary,ESP32-02 WiFi Entry,21343.0,Income
11-03-2026,Salary,ESP32-02 WiFi Entry,40786.0,Income
09-04-2026,Rent,ESP32-Kitchen WiFi Entry,4634.0,Expense
24-03-2026,Travel,ESP32-Home WiFi Entry,471.0,Expense
24-03-2026,Travel,ESP32-02 WiFi Entry,1874.0,Expense
05-03-2026,Investment,ESP32-02 WiFi Entry,18447.0,Income
01-04-2026,Salary,ESP32-02 WiFi Entry,31065.0,Income
10-03-2026,Bonus,ESP32-01 WiFi Entry,6850.0,Income
11-04-2026,Investment,ESP32-Kitchen WiFi Entry,32990.0,Income
15-04-2026,Bonus,ESP32-02 WiFi Entry,43208.0,Income
19-03-2026,Rent,ESP32-Office WiFi Entry,1546.0,Expense
19-03-2026,Food,ESP32-Kitchen WiFi Entry,2244.0,Expense
24-02-2026,Salary,ESP32-Office WiFi Entry,19500.0,Income
18-03-2026,Salary,ESP32-01 WiFi Entry,8755.0,Income
25-03-2026,Bonus,ESP32-02 WiFi Entry,28190.0,Income
26-03-2026,Investment,ESP32-Home WiFi Entry,47216.0,Income
03-04-2026,Rent,ESP32-01 WiFi Entry,771.0,Expense
21-03-2026,Shopping,ESP32-Office WiFi Entry,4338.0,Expense
10-03-2026,Bonus,ESP32-Office WiFi Entry,23346.0,Income
22-04-2026,Investment,ESP32-01 WiFi Entry,35726.0,Income
20-04-2026,Salary,ESP32-01 WiFi Entry,28772.0,Income
18-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3464.0,Expense
10-03-2026,Investment,ESP32-Office WiFi Entry,35164.0,Income
11-03-2026,Salary,ESP32-01 WiFi Entry,47914.0,Income
30-03-2026,Shopping,ESP32-01 WiFi Entry,3625.0,Expense
09-04-2026,Investment,ESP32-Office WiFi Entry,21366.0,Income
08-03-2026,Bills,ESP32-Office WiFi Entry,1963.0,Expense
30-03-2026,Rent,ESP32-01 WiFi Entry,2277.0,Expense
14-04-2026,Salary,ESP32-Home WiFi Entry,7485.0,Income
26-03-2026,Shopping,ESP32-01 WiFi Entry,4436.0,Expense
07-03-2026,Shopping,ESP32-Home WiFi Entry,1272.0,Expense
11-03-2026,Shopping,ESP32-02 WiFi Entry,4063.0,Expense
21-02-2026,Salary,ESP32-02 WiFi Entry,18363.0,Income
30-03-2026,Bills,ESP32-Kitchen WiFi Entry,1729.0,Expense
17-04-2026,Investment,ESP32-02 WiFi Entry,21772.0,Income
16-04-2026,Salary,ESP32-Kitchen WiFi Entry,12863.0,Income
27-03-2026,Bonus,ESP32-02 WiFi Entry,25278.0,Income
12-03-2026,Travel,ESP32-Office WiFi Entry,3349.0,Expense
12-03-2026,Bonus,ESP32-Kitchen WiFi Entry,26251.0,Income
17-04-2026,Salary,ESP32-Office WiFi Entry,18916.0,Income
28-03-2026,Shopping,ESP32-Home WiFi Entry,739.0,Expense
23-03-2026,Rent,ESP32-02 WiFi Entry,1945.0,Expense
25-03-2026,Rent,ESP32-01 WiFi Entry,474.0,Expense
16-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1302.0,Expense
13-04-2026,Shopping,ESP32-02 WiFi Entry,4340.0,Expense
21-02-2026,Bills,ESP32-02 WiFi Entry,1551.0,Expense
03-04-2026,Investment,ESP32-Office WiFi Entry,29617.0,Income
22-02-2026,Investment,ESP32-Home WiFi Entry,32510.0,Income
15-03-2026,Bills,ESP32-Home WiFi Entry,939.0,Expense
09-04-2026,Food,ESP32-Kitchen WiFi Entry,2607.0,Expense
26-02-2026,Bonus,ESP32-01 WiFi Entry,49493.0,Income
12-04-2026,Food,ESP32-Kitchen WiFi Entry,4541.0,Expense
03-04-2026,Salary,ESP32-Home WiFi Entry,41249.0,Income
20-04-2026,Shopping,ESP32-Home WiFi Entry,2931.0,Expense
02-04-2026,Bills,ESP32-Home WiFi Entry,2449.0,Expense
09-04-2026,Investment,ESP32-01 WiFi Entry,31749.0,Income
02-03-2026,Salary,ESP32-Home WiFi Entry,43946.0,Income
14-04-2026,Salary,ESP32-Office WiFi Entry,37105.0,Income
20-04-2026,Travel,ESP32-Office WiFi Entry,2114.0,Expense
19-04-2026,Bills,ESP32-Kitchen WiFi Entry,1200.0,Expense
16-03-2026,Bills,ESP32-Home WiFi Entry,3432.0,Expense
19-04-2026,Bonus,ESP32-01 WiFi Entry,10431.0,Income
26-02-2026,Rent,ESP32-Office WiFi Entry,2790.0,Expense
07-04-2026,Bonus,ESP32-01 WiFi Entry,22474.0,Income
18-04-2026,Investment,ESP32-02 WiFi Entry,11140.0,Income
12-04-2026,Salary,ESP32-Office WiFi Entry,31810.0,Income
20-04-2026,Salary,ESP32-Office WiFi Entry,40173.0,Income
21-04-2026,Food,ESP32-01 WiFi Entry,3943.0,Expense
15-03-2026,Investment,ESP32-Office WiFi Entry,22397.0,Income
15-03-2026,Shopping,ESP32-02 WiFi Entry,2712.0,Expense
03-04-2026,Rent,ESP32-Home WiFi Entry,2744.0,Expense
20-03-2026,Bonus,ESP32-01 WiFi Entry,9388.0,Income
10-04-2026,Salary,ESP32-02 WiFi Entry,46011.0,Income
29-03-2026,Investment,ESP32-02 WiFi Entry,42798.0,Income
08-03-2026,Bonus,ESP32-01 WiFi Entry,5973.0,Income
07-04-2026,Bills,ESP32-Kitchen WiFi Entry,895.0,Expense
15-03-2026,Investment,ESP32-01 WiFi Entry,27023.0,Income
09-04-2026,Salary,ESP32-01 WiFi Entry,45028.0,Income
04-04-2026,Bills,ESP32-Kitchen WiFi Entry,890.0,Expense
19-03-2026,Food,ESP32-Home WiFi Entry,4670.0,Expense
17-04-2026,Investment,ESP32-Kitchen WiFi Entry,48212.0,Income
21-03-2026,Food,ESP32-Office WiFi Entry,2321.0,Expense
17-04-2026,Shopping,ESP32-01 WiFi Entry,3419.0,Expense
25-02-2026,Food,ESP32-Kitchen WiFi Entry,925.0,Expense
13-03-2026,Bonus,ESP32-Home WiFi Entry,7563.0,Income
03-04-2026,Rent,ESP32-Office WiFi Entry,416.0,Expense
18-04-2026,Food,ESP32-Office WiFi Entry,4208.0,Expense
20-03-2026,Investment,ESP32-01 WiFi Entry,43018.0,Income
14-04-2026,Rent,ESP32-02 WiFi Entry,2468.0,Expense
26-02-2026,Food,ESP32-01 WiFi Entry,4110.0,Expense
16-03-2026,Investment,ESP32-Kitchen WiFi Entry,40140.0,Income
17-03-2026,Rent,ESP32-01 WiFi Entry,1050.0,Expense
20-04-2026,Rent,ESP32-Home WiFi Entry,1617.0,Expense
08-03-2026,Bills,ESP32-Home WiFi Entry,2738.0,Expense
03-03-2026,Bonus,ESP32-02 WiFi Entry,30838.0,Income
08-04-2026,Rent,ESP32-Office WiFi Entry,4614.0,Expense
08-04-2026,Food,ESP32-02 WiFi Entry,1519.0,Expense
19-04-2026,Investment,ESP32-01 WiFi Entry,34610.0,Income
01-03-2026,Bonus,ESP32-Home WiFi Entry,20955.0,Income
14-03-2026,Food,ESP32-Office WiFi Entry,619.0,Expense
10-03-2026,Travel,ESP32-Kitchen WiFi Entry,3684.0,Expense
08-04-2026,Rent,ESP32-01 WiFi Entry,3537.0,Expense
12-04-2026,Rent,ESP32-02 WiFi Entry,4446.0,Expense
21-03-2026,Investment,ESP32-Office WiFi Entry,6780.0,Income
20-03-2026,Bonus,ESP32-Kitchen WiFi Entry,45639.0,Income
27-02-2026,Salary,ESP32-Home WiFi Entry,20119.0,Income
13-03-2026,Investment,ESP32-02 WiFi Entry,47234.0,Income
03-03-2026,Investment,ESP32-02 WiFi Entry,31105.0,Income
06-04-2026,Investment,ESP32-02 WiFi Entry,29984.0,Income
02-03-2026,Travel,ESP32-Kitchen WiFi Entry,4848.0,Expense
25-03-2026,Bills,ESP32-Kitchen WiFi Entry,329.0,Expense
08-03-2026,Shopping,ESP32-01 WiFi Entry,4291.0,Expense
13-04-2026,Rent,ESP32-02 WiFi Entry,4199.0,Expense
19-03-2026,Food,ESP32-Home WiFi Entry,2683.0,Expense
22-02-2026,Bills,ESP32-Office WiFi Entry,4448.0,Expense
24-03-2026,Travel,ESP32-Kitchen WiFi Entry,3964.0,Expense
17-04-2026,Food,ESP32-Office WiFi Entry,4397.0,Expense
10-03-2026,Bonus,ESP32-Kitchen WiFi Entry,13594.0,Income
05-03-2026,Food,ESP32-Kitchen WiFi Entry,1202.0,Expense
10-03-2026,Bonus,ESP32-Home WiFi Entry,35026.0,Income
13-04-2026,Bonus,ESP32-02 WiFi Entry,49681.0,Income
08-04-2026,Investment,ESP32-Kitchen WiFi Entry,28603.0,Income
04-04-2026,Salary,ESP32-02 WiFi Entry,17719.0,Income
15-04-2026,Rent,ESP32-Kitchen WiFi Entry,3836.0,Expense
21-04-2026,Bills,ESP32-01 WiFi Entry,4208.0,Expense
02-04-2026,Bonus,ESP32-01 WiFi Entry,9511.0,Income
10-03-2026,Food,ESP32-Home WiFi Entry,4414.0,Expense
17-04-2026,Salary,ESP32-02 WiFi Entry,29357.0,Income
06-04-2026,Rent,ESP32-Kitchen WiFi Entry,699.0,Expense
09-04-2026,Investment,ESP32-Home WiFi Entry,25620.0,Income
21-03-2026,Travel,ESP32-Home WiFi Entry,4815.0,Expense
11-04-2026,Food,ESP32-Home WiFi Entry,1276.0,Expense
17-04-2026,Investment,ESP32-02 WiFi Entry,20201.0,Income
08-04-2026,Rent,ESP32-Kitchen WiFi Entry,3639.0,Expense
10-03-2026,Rent,ESP32-01 WiFi Entry,2214.0,Expense
13-04-2026,Bills,ESP32-Home WiFi Entry,4271.0,Expense
22-04-2026,Bills,ESP32-Home WiFi Entry,3508.0,Expense
01-03-2026,Investment,ESP32-Office WiFi Entry,12095.0,Income
20-03-2026,Rent,ESP32-Home WiFi Entry,4182.0,Expense
15-03-2026,Shopping,ESP32-Office WiFi Entry,2677.0,Expense
17-03-2026,Shopping,ESP32-02 WiFi Entry,1035.0,Expense
06-04-2026,Rent,ESP32-02 WiFi Entry,4513.0,Expense
15-04-2026,Salary,ESP32-02 WiFi Entry,37470.0,Income
22-02-2026,Shopping,ESP32-01 WiFi Entry,3972.0,Expense
24-03-2026,Salary,ESP32-02 WiFi Entry,13013.0,Income
06-03-2026,Travel,ESP32-02 WiFi Entry,2721.0,Expense
25-03-2026,Bonus,ESP32-Home WiFi Entry,42133.0,Income
21-04-2026,Bonus,ESP32-Office WiFi Entry,22299.0,Income
02-03-2026,Travel,ESP32-Office WiFi Entry,3341.0,Expense
13-03-2026,Bonus,ESP32-02 WiFi Entry,40675.0,Income
04-03-2026,Rent,ESP32-Kitchen WiFi Entry,230.0,Expense
30-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1793.0,Expense
17-03-2026,Shopping,ESP32-01 WiFi Entry,1223.0,Expense
27-02-2026,Shopping,ESP32-Kitchen WiFi Entry,110.0,Expense
17-04-2026,Bonus,ESP32-02 WiFi Entry,21877.0,Income
01-03-2026,Bills,ESP32-02 WiFi Entry,548.0,Expense
21-03-2026,Food,ESP32-Kitchen WiFi Entry,3153.0,Expense
20-04-2026,Travel,ESP32-Home WiFi Entry,4174.0,Expense
25-02-2026,Travel,ESP32-Home WiFi Entry,3172.0,Expense
23-03-2026,Rent,ESP32-Home WiFi Entry,1329.0,Expense
25-02-2026,Food,ESP32-Kitchen WiFi Entry,2101.0,Expense
07-04-2026,Bonus,ESP32-Kitchen WiFi Entry,18199.0,Income
15-03-2026,Salary,ESP32-01 WiFi Entry,25589.0,Income
26-03-2026,Salary,ESP32-Home WiFi Entry,49655.0,Income
24-03-2026,Travel,ESP32-Office WiFi Entry,4684.0,Expense
27-03-2026,Bills,ESP32-01 WiFi Entry,2712.0,Expense
09-04-2026,Shopping,ESP32-Kitchen WiFi Entry,3379.0,Expense
31-03-2026,Shopping,ESP32-Home WiFi Entry,2298.0,Expense
10-03-2026,Salary,ESP32-Home WiFi Entry,24935.0,Income
26-02-2026,Food,ESP32-Office WiFi Entry,411.0,Expense
04-03-2026,Rent,ESP32-Office WiFi Entry,1382.0,Expense
07-03-2026,Bonus,ESP32-01 WiFi Entry,41906.0,Income
25-03-2026,Salary,ESP32-Home WiFi Entry,35761.0,Income
19-03-2026,Investment,ESP32-01 WiFi Entry,14488.0,Income
16-03-2026,Rent,ESP32-Office WiFi Entry,4513.0,Expense
23-03-2026,Travel,ESP32-Office WiFi Entry,4812.0,Expense
20-04-2026,Food,ESP32-Office WiFi Entry,1356.0,Expense
13-04-2026,Bills,ESP32-Office WiFi Entry,2245.0,Expense
12-03-2026,Shopping,ESP32-01 WiFi Entry,2896.0,Expense
12-04-2026,Travel,ESP32-02 WiFi Entry,2774.0,Expense
03-04-2026,Bonus,ESP32-Office WiFi Entry,33256.0,Income
